	County	State	Population_Density	Poverty	Infant_Mortality	Suicide	Total_Births	Total_Deaths
821	Franklin	IA	18	8.1	2.8	0.0	1220.0	1373.0
822	Fremont	IA	15	9.3	7.8	0.0	847.0	1130.0
823	Greene	IA	18	9.2	9.1	14.0	1092.0	1364.0
824	Grundy	IA	25	5.2	6.4	12.5	1203.0	1339.0
825	Guthrie	IA	20	8.3	1.7	15.6	1334.0	1426.0
826	Hamilton	IA	28	7.2	5.7	8.3	1944.0	1740.0
827	Hancock	IA	21	6.8	4.5	10.3	1240.0	1291.0
828	Hardin	IA	32	8.7	4.7	9.9	2152.0	2492.0
829	Harrison	IA	23	8.6	5.7	13.1	1741.0	1978.0
830	Henry	IA	47	9.1	9.9	5.2	2368.0	2006.0
831	Howard	IA	20	9.3	6.0	12.3	1094.0	1303.0
832	Humboldt	IA	23	8.3	3.0	20.3	1104.0	1221.0
833	Ida	IA	17	8.7	10.6	0.0	843.0	1065.0
834	Iowa	IA	27	6.1	5.4	10.7	1881.0	1700.0
835	Jackson	IA	32	9.9	8.0	16.4	2363.0	2198.0
836	Jasper	IA	52	7.4	5.3	8.7	2272.0	1758.0
837	Jefferson	IA	37	11.2	3.5	18.7	1580.0	1491.0
838	Johnson	IA	191	10.7	2.8	8.1	4329.0	1565.0
839	Jones	IA	36	8.8	7.6	11.0	2106.0	1827.0
840	Keokuk	IA	19	10.0	2.5	12.3	1353.0	1351.0
841	Kossuth	IA	17	9.1	7.3	0.0	1713.0	2011.0
842	Lee	IA	71	11.2	7.7	16.2	2084.0	2185.0
843	Linn	IA	277	7.8	5.5	10.8	8352.0	4408.0
844	Louisa	IA	29	8.9	3.9	12.4	1685.0	1123.0
845	Lucas	IA	22	11.6	6.2	15.0	1094.0	1149.0
846	Lyon	IA	20	7.3	7.4	0.0	1523.0	1234.0
847	Madison	IA	27	6.8	9.4	14.7	1763.0	1530.0
848	Mahaska	IA	39	10.5	6.8	8.6	2781.0	2189.0
849	Marion	IA	60	7.8	4.5	7.5	2013.0	1640.0
850	Marshall	IA	69	10.6	4.7	10.9	2781.0	2508.0
851	Mills	IA	35	8.3	4.0	11.4	1696.0	1318.0
852	Mitchell	IA	23	8.7	9.4	11.7	1318.0	1401.0
853	Monona	IA	14	10.4	3.2	14.8	1075.0	1631.0
854	Monroe	IA	18	10.1	4.9	23.0	905.0	1034.0
855	Montgomery	IA	27	10.1	9.5	15.7	1420.0	1694.0
856	Muscatine	IA	97	9.5	3.2	8.1	3153.0	1938.0
857	O'Brien	IA	25	7.8	7.6	10.4	1758.0	1910.0
858	Osceola	IA	17	6.8	9.8	15.6	783.0	849.0
859	Page	IA	30	11.4	13.2	11.6	1772.0	2329.0
860	Palo Alto	IA	17	9.0	7.2	0.0	1074.0	1383.0
861	Plymouth	IA	29	6.4	6.5	9.1	3060.0	2427.0
862	Pocahontas	IA	14	9.6	4.7	14.4	729.0	1157.0
863	Polk	IA	704	8.6	5.8	11.3	18625.0	8506.0
864	Pottawattamie	IA	94	10.2	7.1	13.2	6063.0	4290.0
865	Poweshiek	IA	32	9.0	4.5	10.6	1982.0	2190.0
866	Ringgold	IA	10	12.4	3.8	0.0	560.0	833.0
867	Sac	IA	18	9.0	7.2	12.5	1230.0	1655.0
868	Scott	IA	352	10.3	5.5	10.9	6723.0	4001.0
869	Shelby	IA	21	7.8	7.3	11.6	1383.0	1610.0
870	Sioux	IA	42	6.5	3.6	7.2	2252.0	1279.0
871	Story	IA	140	9.8	4.4	6.1	4584.0	2328.0
872	Tama	IA	25	8.9	7.1	17.0	2358.0	2115.0
873	Taylor	IA	12	10.7	6.0	11.3	748.0	960.0
874	Union	IA	28	11.1	10.1	17.9	1410.0	1578.0
875	Van Buren	IA	16	11.2	6.3	15.8	897.0	1011.0
876	Wapello	IA	83	12.2	4.5	12.4	2209.0	2107.0
877	Warren	IA	75	6.0	7.2	14.2	2492.0	1677.0
878	Washington	IA	38	7.7	7.3	11.5	3002.0	2321.0
879	Wayne	IA	13	12.5	9.2	0.0	732.0	1084.0
880	Webster	IA	55	10.8	8.2	11.0	2439.0	2345.0
881	Winnebago	IA	28	8.3	5.2	10.3	1283.0	1418.0
882	Winneshiek	IA	31	7.8	3.8	4.5	2064.0	1842.0
883	Woodbury	IA	118	11.2	7.6	14.0	4839.0	2816.0
884	Worth	IA	19	7.2	8.0	20.9	839.0	1031.0
885	Wright	IA	24	8.3	6.2	8.9	1600.0	1954.0
886	Allen	KS	27	13.9	3.8	19.5	1756.0	1875.0
887	Anderson	KS	14	12.2	6.7	17.1	981.0	1066.0
888	Atchison	KS	39	11.8	6.3	10.6	2119.0	1868.0
889	Barber	KS	4	11.3	0.0	32.5	490.0	782.0
890	Barton	KS	31	12.4	8.4	10.5	1782.0	1614.0
891	Bourbon	KS	24	14.3	7.3	14.8	1978.0	2063.0
892	Brown	KS	18	12.8	11.5	0.0	1349.0	1475.0
893	Butler	KS	44	8.4	6.5	10.5	3720.0	2654.0
894	Chase	KS	4	10.4	3.8	0.0	563.0	428.0
895	Chautauqua	KS	6	13.8	18.8	0.0	368.0	719.0
896	Cherokee	KS	37	14.5	6.8	13.8	2918.0	2695.0
897	Cheyenne	KS	3	9.8	0.0	0.0	283.0	403.0
898	Clark	KS	2	10.6	0.0	0.0	252.0	347.0
899	Clay	KS	13	10.4	7.4	12.6	918.0	1174.0
900	Cloud	KS	14	11.4	7.4	12.6	1041.0	1657.0
901	Coffey	KS	14	9.1	6.4	0.0	1046.0	1048.0
902	Comanche	KS	2	9.5	0.0	0.0	206.0	365.0
903	Cowley	KS	31	13.4	9.1	16.9	2430.0	2230.0
904	Crawford	KS	64	15.2	6.4	16.1	2652.0	2315.0
905	Decatur	KS	4	10.9	0.0	0.0	320.0	580.0
906	Dickinson	KS	23	9.2	6.6	12.5	2190.0	2440.0
907	Doniphan	KS	20	11.5	2.5	15.3	914.0	866.0
908	Douglas	KS	225	12.4	5.3	9.7	6020.0	2676.0
909	Edwards	KS	5	11.0	0.0	0.0	401.0	529.0
910	Elk	KS	5	14.9	0.0	0.0	282.0	572.0
911	Ellis	KS	30	10.6	5.7	13.3	1762.0	1229.0
912	Ellsworth	KS	9	9.3	13.1	0.0	511.0	894.0
913	Finney	KS	30	13.2	7.0	6.5	4172.0	1047.0
914	Ford	KS	31	11.8	11.1	8.4	3322.0	1370.0
915	Franklin	KS	46	9.9	7.0	11.7	3448.0	2473.0
916	Geary	KS	64	12.9	9.2	16.5	2943.0	1037.0
917	Gove	KS	3	10.0	0.0	0.0	341.0	405.0
918	Graham	KS	3	11.0	0.0	0.0	238.0	423.0
919	Grant	KS	13	10.0	8.8	13.8	1502.0	539.0
920	Gray	KS	7	8.9	4.8	0.0	931.0	518.0
921	Greeley	KS	2	9.1	0.0	0.0	180.0	200.0
922	Greenwood	KS	6	13.0	15.1	20.2	816.0	1285.0
923	Hamilton	KS	3	11.6	0.0	0.0	371.0	293.0
924	Harper	KS	8	12.1	1.7	0.0	667.0	1049.0
925	Harvey	KS	63	8.9	3.2	9.0	2199.0	1761.0
926	Haskell	KS	7	10.6	4.4	0.0	741.0	281.0
927	Hodgeman	KS	2	8.9	0.0	0.0	208.0	244.0
928	Jackson	KS	21	9.4	8.8	0.0	1633.0	1313.0
929	Jefferson	KS	36	7.7	8.9	11.5	2096.0	1571.0
930	Jewell	KS	4	11.6	0.0	0.0	295.0	568.0
931	Johnson	KS	1062	4.8	4.5	10.7	21746.0	8591.0
932	Kearny	KS	5	9.8	4.7	0.0	708.0	365.0
933	Kingman	KS	9	10.2	3.6	11.8	911.0	1070.0
934	Kiowa	KS	4	11.0	0.0	0.0	394.0	384.0
935	Labette	KS	34	13.8	5.6	14.6	2800.0	3048.0
936	Lane	KS	3	8.5	0.0	0.0	216.0	267.0
937	Leavenworth	KS	158	8.3	7.2	13.5	4597.0	2607.0
938	Lincoln	KS	5	10.7	0.0	0.0	335.0	566.0
939	Linn	KS	17	12.0	7.4	17.0	1056.0	1219.0
940	Logan	KS	3	9.1	0.0	0.0	337.0	389.0
941	Lyon	KS	42	12.9	3.7	14.5	2681.0	1459.0
942	McPherson	KS	33	8.0	5.2	10.4	1725.0	1721.0
943	Marion	KS	14	9.4	5.6	8.2	1389.0	1849.0
944	Marshall	KS	12	9.9	5.1	0.0	1090.0	1577.0
945	Meade	KS	5	10.1	8.4	0.0	669.0	510.0
946	Miami	KS	53	8.0	6.7	16.3	1942.0	1259.0
947	Mitchell	KS	9	10.0	3.3	0.0	669.0	1051.0
948	Montgomery	KS	54	13.8	12.2	18.3	2370.0	2423.0
949	Morris	KS	9	9.5	5.1	0.0	669.0	798.0
950	Morton	KS	4	9.8	3.9	0.0	569.0	320.0
951	Nemaha	KS	15	9.1	5.6	12.3	1413.0	1513.0
952	Neosho	KS	29	13.0	5.6	13.5	1995.0	2088.0
953	Ness	KS	3	9.1	0.0	0.0	340.0	501.0
954	Norton	KS	6	10.6	0.0	0.0	549.0	741.0
955	Osage	KS	24	9.5	6.4	14.5	1908.0	1823.0
956	Osborne	KS	5	11.6	0.0	0.0	398.0	773.0
957	Ottawa	KS	8	8.0	4.8	0.0	688.0	798.0
958	Pawnee	KS	9	11.3	11.0	14.8	719.0	865.0
959	Phillips	KS	6	10.7	7.0	0.0	648.0	931.0
960	Pottawatomie	KS	23	9.1	7.0	13.7	2699.0	1664.0
961	Pratt	KS	13	10.5	10.0	20.0	1116.0	1181.0
962	Rawlins	KS	2	11.1	0.0	0.0	243.0	413.0
963	Reno	KS	51	12.5	6.2	12.1	4221.0	3447.0
964	Republic	KS	7	10.8	0.0	0.0	504.0	1039.0
965	Rice	KS	14	11.7	5.4	8.9	1232.0	1304.0
966	Riley	KS	103	14.2	8.4	8.4	4648.0	1565.0
967	Rooks	KS	6	11.0	7.4	0.0	613.0	803.0
968	Rush	KS	5	10.8	0.0	0.0	347.0	566.0
969	Russell	KS	8	11.3	1.5	0.0	720.0	1039.0
970	Saline	KS	75	10.4	6.7	10.8	3713.0	2455.0
971	Scott	KS	6	7.5	6.7	0.0	665.0	575.0
972	Sedgwick	KS	466	11.8	8.4	11.3	22574.0	11402.0
973	Seward	KS	36	13.8	7.5	7.2	4931.0	1384.0
974	Shawnee	KS	313	10.9	7.7	14.4	7414.0	5230.0
975	Sheridan	KS	3	10.2	0.0	0.0	250.0	356.0
976	Sherman	KS	6	13.0	4.0	15.3	839.0	703.0
977	Smith	KS	5	10.3	0.0	0.0	357.0	780.0
978	Stafford	KS	6	12.5	10.9	0.0	520.0	750.0
979	Stanton	KS	3	10.9	0.0	0.0	406.0	189.0
980	Stevens	KS	7	10.2	5.0	0.0	875.0	464.0
981	Sumner	KS	21	10.6	4.3	15.5	1622.0	1412.0
982	Thomas	KS	7	10.2	8.4	15.7	1065.0	775.0
983	Trego	KS	3	11.5	0.0	0.0	301.0	494.0
984	Wabaunsee	KS	9	7.5	0.0	16.4	762.0	682.0
985	Wallace	KS	2	13.2	0.0	0.0	222.0	205.0
986	Washington	KS	7	10.5	1.6	0.0	673.0	1021.0
987	Wichita	KS	3	11.5	0.0	0.0	371.0	226.0
988	Wilson	KS	17	13.0	12.3	15.8	1173.0	1485.0
989	Woodson	KS	7	12.6	0.0	0.0	359.0	603.0
990	Wyandotte	KS	1029	16.1	10.1	17.1	8477.0	4669.0
991	Adair	KY	43	20.0	10.5	11.7	2127.0	1740.0
992	Allen	KY	54	14.8	7.3	14.6	2267.0	1913.0
993	Anderson	KY	101	9.2	5.0	12.5	2446.0	1508.0
994	Ballard	KY	33	13.6	2.3	16.6	987.0	1117.0
995	Barren	KY	82	15.3	4.6	10.1	2400.0	2089.0
996	Bath	KY	42	18.5	10.5	12.0	1445.0	1237.0
997	Bell	KY	82	25.8	9.2	13.3	1841.0	1850.0
998	Boone	KY	432	7.1	6.4	7.1	7302.0	2710.0
999	Bourbon	KY	68	13.6	8.4	10.4	2392.0	2035.0
1000	Boyd	KY	310	15.3	7.7	9.9	2844.0	3037.0
1001	Boyle	KY	156	13.3	5.2	10.6	1551.0	1549.0
1002	Bracken	KY	43	11.7	13.3	0.0	1083.0	898.0
1003	Breathitt	KY	32	26.2	9.7	15.3	1874.0	1752.0
1004	Breckinridge	KY	34	15.4	5.6	18.2	2179.0	1892.0
1005	Bullitt	KY	229	9.5	5.3	10.9	3763.0	1888.0
1006	Butler	KY	31	16.1	9.9	17.2	1572.0	1313.0
1007	Caldwell	KY	37	14.5	4.7	16.0	1455.0	1765.0
1008	Calloway	KY	91	14.8	3.5	16.4	1724.0	1779.0
1009	Campbell	KY	576	10.3	7.1	11.8	6163.0	4342.0
1010	Carlisle	KY	28	12.8	1.8	20.9	605.0	715.0
1011	Carroll	KY	80	13.3	6.4	20.2	1385.0	1111.0
1012	Carter	KY	67	20.4	8.4	13.4	1784.0	1467.0
1013	Casey	KY	37	21.2	5.7	17.3	1969.0	1759.0
1014	Christian	KY	97	15.9	6.3	11.0	7771.0	2993.0
1015	Clark	KY	137	12.4	7.1	13.9	2118.0	1584.0
1016	Clay	KY	51	30.3	12.2	8.1	3047.0	2218.0
1017	Clinton	KY	48	21.7	7.2	17.8	1229.0	1118.0
1018	Crittenden	KY	25	16.8	8.0	9.9	988.0	1238.0
1019	Cumberland	KY	23	20.7	4.1	21.4	825.0	996.0
1020	Daviess	KY	201	13.0	7.4	11.8	6580.0	4509.0
1021	Edmonson	KY	40	16.3	4.4	0.0	1261.0	1087.0
1022	Elliott	KY	30	21.8	4.4	0.0	749.0	664.0
1023	Estill	KY	59	21.1	6.4	19.7	1909.0	1705.0
1024	Fayette	KY	942	13.0	6.1	10.0	11105.0	6005.0
1025	Fleming	KY	42	16.8	3.2	12.4	1729.0	1450.0
1026	Floyd	KY	107	24.1	5.9	14.7	2722.0	2410.0
1027	Franklin	KY	229	10.9	8.6	16.5	3021.0	2337.0
1028	Fulton	KY	35	20.7	8.9	18.3	979.0	1158.0
1029	Gallatin	KY	82	15.2	2.0	25.5	1089.0	722.0
1030	Garrard	KY	72	13.8	9.2	14.2	1671.0	1350.0
1031	Grant	KY	95	12.5	5.6	12.1	3524.0	1784.0
1032	Graves	KY	68	15.0	7.0	14.0	2423.0	2296.0
1033	Grayson	KY	50	16.1	5.9	18.0	3056.0	2577.0
1034	Green	KY	40	17.1	5.4	11.2	1248.0	1294.0
1035	Greenup	KY	107	14.6	8.8	7.1	2047.0	2016.0
1036	Hancock	KY	46	11.1	3.8	0.0	1145.0	691.0
1037	Hardin	KY	154	11.3	7.8	10.2	7338.0	3403.0
1038	Harlan	KY	68	26.6	7.4	14.4	2039.0	2177.0
1039	Harrison	KY	60	12.7	8.9	12.2	2229.0	1950.0
1040	Hart	KY	44	19.4	5.9	14.5	2249.0	1855.0
1041	Henderson	KY	104	13.3	8.0	13.7	2996.0	2261.0
1042	Henry	KY	55	12.8	5.5	15.1	2044.0	1549.0
1043	Hickman	KY	21	14.7	0.0	0.0	553.0	724.0
1044	Hopkins	KY	85	15.3	5.5	14.0	2909.0	2773.0
1045	Jackson	KY	39	22.7	2.6	15.3	1699.0	1391.0
1046	Jefferson	KY	1817	13.3	6.6	12.7	29266.0	21413.0
1047	Jessamine	KY	251	12.2	3.2	6.1	2777.0	1505.0
1048	Johnson	KY	92	21.0	8.7	10.8	3059.0	2538.0
1049	Kenton	KY	949	10.7	8.8	13.8	7021.0	4007.0
1050	Knott	KY	50	23.7	6.9	9.2	1955.0	1639.0
1051	Knox	KY	83	26.3	9.7	15.5	2265.0	1740.0
1052	Larue	KY	52	14.4	13.9	10.8	1596.0	1410.0
1053	Laurel	KY	129	18.7	7.0	15.4	3864.0	2508.0
1054	Lawrence	KY	39	22.6	4.9	14.1	1818.0	1710.0
1055	Lee	KY	37	26.5	7.6	26.4	888.0	947.0
1056	Leslie	KY	30	25.6	9.5	16.1	1543.0	1258.0
1057	Letcher	KY	72	21.8	10.2	18.5	1468.0	1486.0
1058	Lewis	KY	29	23.7	7.6	16.2	1783.0	1470.0
1059	Lincoln	KY	75	17.5	5.8	9.4	3076.0	2351.0
1060	Livingston	KY	31	11.6	5.9	13.4	939.0	1133.0
1061	Logan	KY	49	14.9	6.7	12.0	1792.0	1427.0
1062	Lyon	KY	38	13.0	7.5	0.0	584.0	940.0
1063	McCracken	KY	258	15.4	7.3	18.9	4102.0	3842.0
1064	McCreary	KY	40	27.3	10.8	14.9	2376.0	1779.0
1065	McLean	KY	39	13.9	10.7	15.7	1221.0	1200.0
1066	Madison	KY	176	15.0	6.2	6.7	4840.0	2723.0
1067	Magoffin	KY	44	26.8	4.8	12.5	1856.0	1304.0
1068	Marion	KY	55	15.7	5.4	13.9	2447.0	1731.0
1069	Marshall	KY	102	10.9	4.0	16.7	1519.0	1801.0
1070	Martin	KY	53	26.7	9.9	7.9	1816.0	1145.0
1071	Mason	KY	71	15.9	10.6	10.6	2191.0	2108.0
1072	Meade	KY	92	10.9	5.8	14.3	1540.0	837.0
1073	Menifee	KY	33	22.0	7.1	0.0	755.0	592.0
1074	Mercer	KY	86	12.7	7.4	17.0	2737.0	2223.0
1075	Metcalfe	KY	35	19.4	7.0	0.0	1278.0	1192.0
1076	Monroe	KY	35	20.2	4.6	18.2	1464.0	1473.0
1077	Montgomery	KY	122	14.5	8.7	12.4	3120.0	2229.0
1078	Morgan	KY	38	24.5	5.9	11.9	1483.0	1191.0
1079	Muhlenberg	KY	66	17.3	5.7	13.1	1929.0	1950.0
1080	Nelson	KY	97	11.8	3.3	16.0	2697.0	1549.0
1081	Nicholas	KY	36	14.3	3.6	0.0	934.0	820.0
1082	Ohio	KY	40	16.2	6.7	14.2	2820.0	2650.0
1083	Oldham	KY	283	5.9	5.9	8.8	2717.0	1285.0
1084	Owen	KY	32	14.7	9.9	11.6	1216.0	1071.0
1085	Owsley	KY	24	31.9	3.6	29.3	633.0	706.0
1086	Pendleton	KY	54	12.0	9.0	16.7	1846.0	1221.0
1087	Perry	KY	86	23.3	6.3	11.0	2067.0	1697.0
1088	Pike	KY	85	20.7	7.5	12.0	3854.0	3915.0
1089	Powell	KY	76	20.9	10.0	10.1	1864.0	1235.0
1090	Pulaski	KY	89	17.1	5.4	14.0	3690.0	3158.0
1091	Robertson	KY	23	17.3	0.0	0.0	248.0	295.0
1092	Rockcastle	KY	53	19.5	7.9	16.3	1973.0	1747.0
1093	Rowan	KY	79	18.7	4.0	11.3	2518.0	1685.0
1094	Russell	KY	67	19.8	5.2	15.9	1918.0	1854.0
1095	Scott	KY	138	10.0	6.0	14.6	2668.0	1199.0
1096	Shelby	KY	99	10.0	5.3	7.9	2441.0	1430.0
1097	Simpson	KY	72	13.1	8.9	14.9	2262.0	1693.0
1098	Spencer	KY	84	8.3	5.0	11.6	1518.0	824.0
1099	Taylor	KY	88	16.6	6.7	19.5	2799.0	2458.0
1100	Todd	KY	32	16.5	6.5	11.7	1696.0	1368.0
1101	Trigg	KY	30	12.1	6.6	11.3	1333.0	1442.0
1102	Trimble	KY	61	12.7	5.4	20.8	1021.0	719.0
1103	Union	KY	45	14.1	9.0	16.1	1966.0	1676.0
1104	Warren	KY	182	15.2	6.2	14.0	6295.0	3893.0
1105	Washington	KY	38	14.0	5.7	13.0	1349.0	1193.0
1106	Wayne	KY	44	22.6	8.6	14.7	2428.0	2010.0
1107	Webster	KY	42	13.8	6.1	12.8	1797.0	1648.0
1108	Whitley	KY	86	23.1	7.8	18.1	2554.0	2123.0
1109	Wolfe	KY	32	27.6	10.4	27.4	1085.0	890.0
1110	Woodford	KY	127	9.1	6.8	10.0	2946.0	1807.0
1111	Acadia	LA	91	19.9	10.2	11.1	4628.0	3026.0
1112	Allen	LA	33	20.5	6.3	10.1	3331.0	2336.0
1113	Ascension	LA	310	11.4	7.2	10.4	6780.0	2595.0
1114	Assumption	LA	68	17.9	12.7	10.8	3071.0	1956.0
1115	Avoyelles	LA	51	23.0	7.9	15.2	3148.0	2440.0
1116	Beauregard	LA	30	15.3	6.5	14.1	2169.0	1555.0
1117	Bienville	LA	19	20.6	7.3	7.5	2003.0	2180.0
1118	Bossier	LA	126	13.4	7.6	12.3	7655.0	3992.0
1119	Caddo	LA	285	19.7	13.3	10.0	11001.0	8038.0
1120	Calcasieu	LA	173	16.3	10.5	13.0	8229.0	5219.0
1121	Caldwell	LA	20	19.0	9.4	9.1	1291.0	1244.0
1122	Cameron	LA	7	11.8	8.4	0.0	1084.0	718.0
1123	Catahoula	LA	15	22.4	11.0	0.0	1401.0	1223.0
1124	Claiborne	LA	22	22.3	12.2	12.1	1865.0	2085.0
1125	Concordia	LA	28	23.9	9.2	8.9	3051.0	2171.0
1126	De Soto	LA	30	19.1	12.5	0.0	1839.0	1477.0
1127	East Baton Rouge	LA	903	16.4	10.2	10.0	17566.0	10081.0
1128	East Carroll	LA	21	33.9	6.4	12.7	1587.0	1076.0
1129	East Feliciana	LA	46	17.7	10.1	7.9	2884.0	2120.0
1130	Evangeline	LA	54	24.2	9.3	17.5	2571.0	1952.0
1131	Franklin	LA	33	24.2	12.0	9.2	3239.0	2779.0
1132	Grant	LA	30	18.2	7.6	13.0	2610.0	1981.0
1133	Iberia	LA	129	19.7	10.4	11.0	5889.0	3285.0
1134	Iberville	LA	52	20.4	8.0	0.0	2364.0	1596.0
1135	Jackson	LA	27	16.9	5.4	10.2	2061.0	1987.0
1136	Jefferson	LA	1477	15.7	8.7	12.8	18691.0	12532.0
1137	Jefferson Davis	LA	48	17.6	4.9	8.7	2453.0	1676.0
1138	Lafayette	LA	732	15.6	9.5	10.3	8771.0	4290.0
1139	Lafourche	LA	85	15.3	11.0	10.6	6079.0	3641.0
1140	La Salle	LA	23	17.3	6.5	10.1	1849.0	1708.0
1141	Lincoln	LA	89	21.1	8.1	7.8	2731.0	1663.0
1142	Livingston	LA	169	11.9	7.7	14.1	7438.0	3433.0
1143	Madison	LA	20	28.5	10.3	10.0	2387.0	1545.0
1144	Morehouse	LA	38	23.3	14.0	12.1	2282.0	1871.0
1145	Natchitoches	LA	31	22.1	11.8	12.9	2960.0	1919.0
1146	Orleans	LA	2519	25.5	11.7	9.4	21237.0	15084.0
1147	Ouachita	LA	243	19.6	10.4	10.2	6754.0	4134.0
1148	Plaquemines	LA	34	15.3	5.9	10.5	2023.0	1098.0
1149	Pointe Coupee	LA	40	18.5	8.4	11.5	3351.0	2341.0
1150	Rapides	LA	97	19.2	14.0	11.0	5646.0	4134.0
1151	Red River	LA	24	22.3	6.4	0.0	1418.0	1154.0
1152	Richland	LA	37	23.4	14.0	9.3	3256.0	2613.0
1153	Sabine	LA	27	17.9	10.2	13.8	3144.0	2747.0
1154	St. Bernard	LA	141	14.2	8.1	11.5	4222.0	3761.0
1155	St. Charles	LA	179	12.5	5.9	13.4	3400.0	1681.0
1156	St. Helena	LA	25	21.4	7.9	15.9	1136.0	967.0
1157	St. James	LA	86	16.1	11.3	6.0	3272.0	1817.0
1158	St. John the Baptist	LA	212	15.7	9.2	9.2	3481.0	1557.0
1159	St. Landry	LA	97	22.9	10.8	13.0	6854.0	4523.0
1160	St. Martin	LA	68	20.1	9.7	12.7	3711.0	2019.0
1161	St. Mary	LA	84	20.2	10.1	10.4	4053.0	2474.0
1162	St. Tammany	LA	258	10.5	6.2	14.3	8385.0	4621.0
1163	Tangipahoa	LA	135	20.8	7.4	11.9	7959.0	4828.0
1164	Tensas	LA	10	28.7	6.8	0.0	988.0	876.0
1165	Terrebonne	LA	86	16.8	9.6	10.5	5078.0	2491.0
1166	Union	LA	26	17.5	9.2	9.2	3111.0	2710.0
1167	Vermilion	LA	47	18.4	9.6	12.2	4049.0	2664.0
1168	Vernon	LA	37	15.3	5.3	12.8	5057.0	1762.0
1169	Washington	LA	67	23.3	10.1	10.0	3266.0	2723.0
1170	Webster	LA	69	17.9	11.4	13.8	2708.0	2755.0
1171	West Baton Rouge	LA	113	15.4	9.5	9.0	3185.0	1683.0
1172	West Carroll	LA	33	18.9	6.6	8.2	1505.0	1523.0
1173	West Feliciana	LA	37	18.4	6.5	11.0	1227.0	883.0
1174	Winn	LA	17	21.1	10.5	8.9	2136.0	2016.0
1175	Androscoggin	ME	230	11.5	4.1	8.2	3862.0	3170.0
1176	Aroostook	ME	11	14.3	4.9	11.0	3492.0	4242.0
1177	Cumberland	ME	329	8.4	4.8	9.8	9013.0	7264.0
1178	Franklin	ME	17	12.6	5.1	13.1	1376.0	1363.0
1179	Hancock	ME	34	9.9	4.4	9.8	2489.0	2758.0
1180	Kennebec	ME	139	11.3	4.6	13.1	3706.0	3480.0
1181	Knox	ME	113	10.5	4.7	18.2	2330.0	2267.0
1182	Lincoln	ME	77	9.8	4.2	9.5	1437.0	1841.0
1183	Oxford	ME	27	11.8	5.3	14.9	2619.0	2978.0
1184	Penobscot	ME	43	12.5	5.6	13.7	4643.0	4048.0
1185	Piscataquis	ME	4	13.0	6.8	12.7	1639.0	2168.0
1186	Sagadahoc	ME	146	8.3	1.5	12.6	2066.0	1469.0
1187	Somerset	ME	13	14.3	4.4	14.7	2748.0	2578.0
1188	Waldo	ME	53	12.4	7.0	13.1	2008.0	1692.0
1189	Washington	ME	13	16.1	3.9	14.9	1773.0	2142.0
1190	York	ME	204	8.3	5.4	10.3	6330.0	4840.0
1191	Allegany	MD	173	13.5	8.0	9.7	3752.0	4598.0
1192	Anne Arundel	MD	1228	6.2	6.7	9.2	19893.0	10819.0
1193	Baltimore	MD	1313	7.6	8.4	8.9	26388.0	23035.0
1194	Calvert	MD	409	5.3	5.3	8.5	5060.0	2540.0
1195	Caroline	MD	99	10.6	10.5	16.4	1996.0	1601.0
1196	Carroll	MD	375	5.0	4.9	10.7	6075.0	3751.0
1197	Cecil	MD	281	7.7	8.0	12.7	5895.0	3587.0
1198	Charles	MD	301	6.9	6.7	12.0	5229.0	2444.0
1199	Dorchester	MD	56	13.6	8.6	12.1	1628.0	2000.0
1200	Frederick	MD	333	5.6	4.7	11.8	8664.0	4139.0
1201	Garrett	MD	46	12.5	8.8	11.4	1595.0	1504.0
1202	Harford	MD	543	6.4	4.6	11.5	8568.0	4779.0
1203	Howard	MD	1069	4.7	5.8	6.9	10701.0	3650.0
1204	Kent	MD	71	10.8	11.1	13.3	2022.0	2319.0
1205	Montgomery	MD	1872	6.4	5.6	5.6	40256.0	15815.0
1206	Prince George's	MD	1743	9.4	11.9	7.6	37078.0	16258.0
1207	Queen Anne's	MD	123	6.0	5.5	10.6	2354.0	1735.0
1208	St. Mary's	MD	267	7.4	7.7	11.1	6642.0	2950.0
1209	Somerset	MD	79	19.2	11.3	8.3	2479.0	2708.0
1210	Talbot	MD	133	8.3	6.2	12.1	1763.0	2030.0
1211	Washington	MD	310	9.8	6.4	11.6	4990.0	3959.0
1212	Wicomico	MD	240	11.5	8.8	11.3	5800.0	4040.0
1213	Worcester	MD	103	9.8	6.5	11.2	2475.0	2746.0
1214	Baltimore City	MD	7869	19.6	11.1	8.2	28958.0	24321.0
1215	Barnstable	MA	573	7.3	5.3	8.5	6050.0	8317.0
1216	Berkshire	MA	142	10.2	4.8	9.2	3737.0	4753.0
1217	Bristol	MA	983	10.4	5.5	6.0	19985.0	15686.0
1218	Dukes	MA	150	6.4	2.8	9.9	1564.0	1278.0
1219	Essex	MA	1475	9.7	4.9	6.4	28807.0	19822.0
1220	Franklin	MA	103	8.8	2.0	8.9	3471.0	3266.0
1221	Hampden	MA	746	14.4	5.8	7.9	17230.0	13905.0
1222	Hampshire	MA	290	9.3	4.1	5.3	3907.0	3579.0
1223	Middlesex	MA	1772	7.6	4.1	6.1	56097.0	34724.0
1224	Nantucket	MA	213	5.1	11.6	0.0	1210.0	681.0
1225	Norfolk	MA	1636	5.5	3.7	6.0	24882.0	17361.0
1226	Plymouth	MA	745	7.8	4.5	7.7	19161.0	12350.0
